step,time,soc,p_bess,p_grid,p_pv,p_load,energy_cost,reward,test_day
0,2006-12-22 00:00:00,0.4973365693744209,-0.12217982747179801,0.0,0.0,0.12217982747179801,0.0,0.0,6
1,2006-12-22 00:05:00,0.5001969618563179,0.22604107856750488,0.3691233612483273,0.0,0.1430822826808224,0.01230411204161091,-0.01230411204161091,6
2,2006-12-22 00:10:00,0.4970958069495039,-0.142086927670869,0.0,0.0,0.142086927670869,0.0,0.0,6
3,2006-12-22 00:15:00,0.49473942095713647,-0.1079960185799598,0.0,0.0,0.1079960185799598,0.0,0.0,6
4,2006-12-22 00:20:00,0.492980514447002,-0.0806237558062374,0.0,0.0,0.0806237558062374,0.0,0.0,6
5,2006-12-22 00:25:00,0.4912198824568155,-0.0806237558062374,0.0,0.0,0.0806237558062374,0.0,0.0,6
6,2006-12-22 00:30:00,0.4894356684696447,-0.0816191108161908,0.0,0.0,0.0816191108161908,0.0,0.0,6
7,2006-12-22 00:35:00,0.4874089180785738,-0.09256801592568,0.0,0.0,0.09256801592568,0.0,0.0,6
8,2006-12-22 00:40:00,0.4838615609965355,-0.1612475116124748,0.0,0.0,0.1612475116124748,0.0,0.0,6
9,2006-12-22 00:45:00,0.4874070047113975,0.2831547260284424,0.44290920512598675,0.0,0.1597544790975444,0.014763640170866225,-0.014763640170866225,6
10,2006-12-22 00:50:00,0.4843449434805157,-0.139349701393497,0.0,0.0,0.139349701393497,0.0,0.0,6
11,2006-12-22 00:55:00,0.4912627666417287,0.560650298606503,0.6718812209688118,0.0,0.1112309223623088,0.022396040698960392,-0.022396040698960392,6
12,2006-12-22 01:00:00,0.48953867983350496,-0.07888188453881881,0.0,0.0,0.07888188453881881,0.0,0.0,6
13,2006-12-22 01:05:00,0.4868870025112807,-0.12093563370935578,0.0,0.0,0.12093563370935578,0.0,0.0,6
14,2006-12-22 01:10:00,0.4840058000318924,-0.1311380225613798,0.0,0.0,0.1311380225613798,0.0,0.0,6
15,2006-12-22 01:15:00,0.4811144302192468,-0.131386861313868,0.0,0.0,0.131386861313868,0.0,0.0,6
16,2006-12-22 01:20:00,0.47778158184426317,-0.15104512276045082,0.0,0.0,0.15104512276045082,0.0,0.0,6
17,2006-12-22 01:25:00,0.47323574925313633,-0.205043132050431,0.0,0.0,0.205043132050431,0.0,0.0,6
18,2006-12-22 01:30:00,0.4690302194601729,-0.1893662906436624,0.0,0.0,0.1893662906436624,0.0,0.0,6
19,2006-12-22 01:35:00,0.466058756752369,-0.1338752488387524,0.0,0.0,0.1338752488387524,0.0,0.0,6
20,2006-12-22 01:40:00,0.464298985887048,-0.0793795620437952,0.0,0.0,0.0793795620437952,0.0,0.0,6
21,2006-12-22 01:45:00,0.46252082353330565,-0.0801260783012604,0.0,0.0,0.0801260783012604,0.0,0.0,6
22,2006-12-22 01:50:00,0.46075752025479594,-0.0793795620437952,0.0,0.0,0.0793795620437952,0.0,0.0,6
23,2006-12-22 01:55:00,0.45898689470471976,-0.079628400796284,0.0,0.0,0.079628400796284,0.0,0.0,6
24,2006-12-22 02:00:00,0.4568749272002042,-0.09480756469807561,0.0,0.0,0.09480756469807561,0.0,0.0,6
25,2006-12-22 02:05:00,0.4535802447986599,-0.1473125414731254,0.0,0.0,0.1473125414731254,0.0,0.0,6
26,2006-12-22 02:10:00,0.4503804968201929,-0.1428334439283342,0.0,0.0,0.1428334439283342,0.0,0.0,6
27,2006-12-22 02:15:00,0.44764704132586436,-0.12193098871930981,0.0,0.0,0.12193098871930981,0.0,0.0,6
28,2006-12-22 02:20:00,0.4446730013722601,-0.132382216323822,0.0,0.0,0.132382216323822,0.0,0.0,6
29,2006-12-22 02:25:00,0.4421951850702593,-0.1102355673523554,0.0,0.0,0.1102355673523554,0.0,0.0,6
30,2006-12-22 02:30:00,0.4403439127004233,-0.082365627073656,0.0,0.0,0.082365627073656,0.0,0.0,6
31,2006-12-22 02:35:00,0.4384681766976541,-0.0833609820836094,0.0,0.0,0.0833609820836094,0.0,0.0,6
32,2006-12-22 02:40:00,0.43641581707105964,-0.0910749834107496,0.0,0.0,0.0910749834107496,0.0,0.0,6
33,2006-12-22 02:45:00,0.4330142057137133,-0.1502986065029856,0.0,0.0,0.1502986065029856,0.0,0.0,6
34,2006-12-22 02:50:00,0.42973101404467684,-0.144824153948241,0.0,0.0,0.144824153948241,0.0,0.0,6
35,2006-12-22 02:55:00,0.4268683188514487,-0.1261612475116122,0.0,0.0,0.1261612475116122,0.0,0.0,6
36,2006-12-22 03:00:00,0.4250119495173527,-0.081867949568679,0.0,0.0,0.081867949568679,0.0,0.0,6
37,2006-12-22 03:05:00,0.42315925535527915,-0.0816191108161908,0.0,0.0,0.0816191108161908,0.0,0.0,6
38,2006-12-22 03:10:00,0.4208327032149478,-0.10227272727272699,0.0,0.0,0.10227272727272699,0.0,0.0,6
39,2006-12-22 03:15:00,0.41791520719067,-0.12790311877903082,0.0,0.0,0.12790311877903082,0.0,0.0,6
40,2006-12-22 03:20:00,0.41541593699767515,-0.10948905109489018,0.0,0.0,0.10948905109489018,0.0,0.0,6
41,2006-12-22 03:25:00,0.4107799597054338,-0.20180822826808198,0.0,0.0,0.20180822826808198,0.0,0.0,6
42,2006-12-22 03:30:00,0.4062530470725392,-0.1965826144658262,0.0,0.0,0.1965826144658262,0.0,0.0,6
43,2006-12-22 03:35:00,0.40214910764342005,-0.1779197080291968,0.0,0.0,0.1779197080291968,0.0,0.0,6
44,2006-12-22 03:40:00,0.3991649215183059,-0.1293961512939612,0.0,0.0,0.1293961512939612,0.0,0.0,6
45,2006-12-22 03:45:00,0.39679974376097016,-0.1025215660252152,0.0,0.0,0.1025215660252152,0.0,0.0,6
46,2006-12-22 03:50:00,0.39491047815792835,-0.081867949568679,0.0,0.0,0.081867949568679,0.0,0.0,6
47,2006-12-22 03:55:00,0.3930422003430039,-0.0808725945587256,0.0,0.0,0.0808725945587256,0.0,0.0,6
48,2006-12-22 04:00:00,0.3911660813103605,-0.0811214333112138,0.0,0.0,0.0811214333112138,0.0,0.0,6
49,2006-12-22 04:05:00,0.38716578325503975,-0.1719475779694758,0.0,0.0,0.1719475779694758,0.0,0.0,6
50,2006-12-22 04:10:00,0.38283369360328573,-0.185633709356337,0.0,0.0,0.185633709356337,0.0,0.0,6
51,2006-12-22 04:15:00,0.37966909477361943,-0.135617120106171,0.0,0.0,0.135617120106171,0.0,0.0,6
52,2006-12-22 04:20:00,0.3777430818380046,-0.0826144658261442,0.0,0.0,0.0826144658261442,0.0,0.0,6
53,2006-12-22 04:25:00,0.3756864888522918,-0.08808891838088881,0.0,0.0,0.08808891838088881,0.0,0.0,6
54,2006-12-22 04:30:00,0.3737734189478293,-0.081867949568679,0.0,0.0,0.081867949568679,0.0,0.0,6
55,2006-12-22 04:35:00,0.37188154779682486,-0.0808725945587256,0.0,0.0,0.0808725945587256,0.0,0.0,6
56,2006-12-22 04:40:00,0.369987535838383,-0.0808725945587256,0.0,0.0,0.0808725945587256,0.0,0.0,6
57,2006-12-22 04:45:00,0.37611828837293,0.525466799736023,0.6548629510299842,0.0,0.1293961512939612,0.021828765034332804,-0.021828765034332804,6
58,2006-12-22 04:50:00,0.37274128044801313,-0.1440776376907764,0.0,0.0,0.1440776376907764,0.0,0.0,6
59,2006-12-22 04:55:00,0.36944577109272037,-0.1403450564034504,0.0,0.0,0.1403450564034504,0.0,0.0,6
60,2006-12-22 05:00:00,0.3572757626491756,-0.511114797611148,0.0,0.0,0.511114797611148,0.0,0.0,6
61,2006-12-22 05:05:00,0.33839862199623816,-0.7928002654280022,0.0,0.0,0.7928002654280022,0.0,0.0,6
62,2006-12-22 05:10:00,0.3203332102414339,-0.7587093563370937,0.0,0.0,0.7587093563370937,0.0,0.0,6
63,2006-12-22 05:15:00,0.30226779848662966,-0.7587093563370937,0.0,0.0,0.7587093563370937,0.0,0.0,6
64,2006-12-22 05:20:00,0.2841609115326507,-0.7604512276045122,0.0,0.0,0.7604512276045122,0.0,0.0,6
65,2006-12-22 05:25:00,0.26513564516837507,-0.7990212342402119,0.0,0.0,0.7990212342402119,0.0,0.0,6
66,2006-12-22 05:30:00,0.2566628544798313,-0.3558394160583936,0.0,0.0,0.3558394160583936,0.0,0.0,6
67,2006-12-22 05:35:00,0.25322633797678556,-0.1443264764432646,0.0,0.0,0.1443264764432646,0.0,0.0,6
