step,time,soc,p_bess,p_grid,p_pv,p_load,energy_cost,reward,test_day
0,2006-12-29 00:00:00,0.1,-0.0,0.8928334439283341,0.0,0.8928334439283341,0.029761114797611135,-0.029761114797611135,13
1,2006-12-29 00:05:00,0.1,-0.0,0.7057067020570668,0.0,0.7057067020570668,0.023523556735235557,-0.023523556735235557,13
2,2006-12-29 00:10:00,0.1,-0.0,0.88885202388852,0.0,0.88885202388852,0.029628400796284,-0.029628400796284,13
3,2006-12-29 00:15:00,0.1,-0.0,0.8241539482415394,0.0,0.8241539482415394,0.02747179827471798,-0.02747179827471798,13
4,2006-12-29 00:20:00,0.1,-0.0,0.7432813536828132,0.0,0.7432813536828132,0.02477604512276044,-0.02477604512276044,13
5,2006-12-29 00:25:00,0.1,-0.0,0.8739216987392167,0.0,0.8739216987392167,0.029130723291307222,-0.029130723291307222,13
6,2006-12-29 00:30:00,0.10490114577883894,0.42007720470428467,1.5154653931581665,0.0,1.0953881884538819,0.05051551310527222,-0.05051551310527222,13
7,2006-12-29 00:35:00,0.1,-0.2646486389636995,0.49281652361095185,0.0,0.7574651625746514,0.016427217453698396,-0.016736046396491826,13
8,2006-12-29 00:40:00,0.1,-0.0,0.8373424021234241,0.0,0.8373424021234241,0.02791141340411414,-0.02791141340411414,13
9,2006-12-29 00:45:00,0.1,-0.0,0.9137358991373585,0.0,0.9137358991373585,0.030457863304578614,-0.030457863304578614,13
10,2006-12-29 00:50:00,0.1,-0.0,0.7383045786330455,0.0,0.7383045786330455,0.024610152621101517,-0.024610152621101517,13
11,2006-12-29 00:55:00,0.1,-0.0,0.679578633045786,0.0,0.679578633045786,0.022652621101526202,-0.022652621101526202,13
12,2006-12-29 01:00:00,0.1,-0.0,0.9863968148639675,0.0,0.9863968148639675,0.03287989382879891,-0.03287989382879891,13
13,2006-12-29 01:05:00,0.1,-0.0,0.6750995355009948,0.0,0.6750995355009948,0.02250331785003316,-0.02250331785003316,13
14,2006-12-29 01:10:00,0.1,-0.0,0.9398639681486394,0.0,0.9398639681486394,0.03132879893828798,-0.03132879893828798,13
15,2006-12-29 01:15:00,0.1,-0.0,0.8492866622428661,0.0,0.8492866622428661,0.028309555408095533,-0.028309555408095533,13
16,2006-12-29 01:20:00,0.1,-0.0,1.0244691439946911,0.0,1.0244691439946911,0.0341489714664897,-0.0341489714664897,13
17,2006-12-29 01:25:00,0.1,-0.0,1.6251658925016588,0.0,1.6251658925016588,0.054172196416721954,-0.054172196416721954,13
18,2006-12-29 01:30:00,0.1,-0.0,1.5032349037823485,0.0,1.5032349037823485,0.05010783012607828,-0.05010783012607828,13
19,2006-12-29 01:35:00,0.1,-0.0,1.3808062375580623,0.0,1.3808062375580623,0.046026874585268746,-0.046026874585268746,13
20,2006-12-29 01:40:00,0.1,-0.0,1.585351692103517,0.0,1.585351692103517,0.052845056403450566,-0.052845056403450566,13
21,2006-12-29 01:45:00,0.1,-0.0,1.6084936960849368,0.0,1.6084936960849368,0.053616456536164564,-0.053616456536164564,13
22,2006-12-29 01:50:00,0.1,-0.0,0.9983410749834108,0.0,0.9983410749834108,0.03327803583278036,-0.03327803583278036,13
23,2006-12-29 01:55:00,0.1,-0.0,1.1399303251493034,0.0,1.1399303251493034,0.03799767750497678,-0.03799767750497678,13
24,2006-12-29 02:00:00,0.1,-0.0,0.7549767750497676,0.0,0.7549767750497676,0.025165892501658918,-0.025165892501658918,13
25,2006-12-29 02:05:00,0.1,-0.0,0.9577803583278035,0.0,0.9577803583278035,0.03192601194426011,-0.03192601194426011,13
26,2006-12-29 02:10:00,0.1,-0.0,1.0085434638354347,0.0,1.0085434638354347,0.03361811546118115,-0.03361811546118115,13
