step,time,soc,p_bess,p_grid,p_pv,p_load,energy_cost,reward,test_day
0,2006-12-22 00:00:00,0.4973365693744209,-0.12217982747179801,0.0,0.0,0.12217982747179801,0.0,0.0,6
1,2006-12-22 00:05:00,0.49420923952472273,-0.1430822826808224,0.0,0.0,0.1430822826808224,0.0,0.0,6
2,2006-12-22 00:10:00,0.4910984161602658,-0.142086927670869,0.0,0.0,0.142086927670869,0.0,0.0,6
3,2006-12-22 00:15:00,0.4980095457266841,0.557913072329131,0.6659090909090908,0.0,0.1079960185799598,0.022196969696969694,-0.022196969696969694,6
4,2006-12-22 00:20:00,0.49625383822278396,-0.0806237558062374,0.0,0.0,0.0806237558062374,0.0,0.0,6
5,2006-12-22 00:25:00,0.4948137246071972,-0.06611746549606323,0.01450629031017417,0.0,0.0806237558062374,0.00048354301033913896,-0.00048354301033913896,6
6,2006-12-22 00:30:00,0.49303308323781087,-0.0816191108161908,0.0,0.0,0.0816191108161908,0.0,0.0,6
7,2006-12-22 00:35:00,0.4919929076292181,-0.047716498374938965,0.04485151755074103,0.0,0.09256801592568,0.001495050585024701,-0.001495050585024701,6
8,2006-12-22 00:40:00,0.4884546248285161,-0.1612475116124748,0.0,0.0,0.1612475116124748,0.0,0.0,6
9,2006-12-22 00:45:00,0.4849424469263712,-0.1597544790975444,0.0,0.0,0.1597544790975444,0.0,0.0,6
10,2006-12-22 00:50:00,0.48461395298174137,-0.015027046203613281,0.12432265518988372,0.0,0.139349701393497,0.004144088506329457,-0.004144088506329457,6
11,2006-12-22 00:55:00,0.48216959086727346,-0.1112309223623088,0.0,0.0,0.1112309223623088,0.0,0.0,6
12,2006-12-22 01:00:00,0.48043670723944404,-0.07888188453881881,0.0,0.0,0.07888188453881881,0.0,0.0,6
13,2006-12-22 01:05:00,0.4777714739765806,-0.12093563370935578,0.0,0.0,0.12093563370935578,0.0,0.0,6
14,2006-12-22 01:10:00,0.4815404316544843,0.30234670639038086,0.43348472895176066,0.0,0.1311380225613798,0.014449490965058688,-0.014449490965058688,6
15,2006-12-22 01:15:00,0.49359308081749836,1.0023467063903808,1.1337335677042488,0.0,0.131386861313868,0.03779111892347496,-0.03779111892347496,6
16,2006-12-22 01:20:00,0.4973955810330413,0.30234670639038086,0.45339182915083165,0.0,0.15104512276045082,0.015113060971694387,-0.015113060971694387,6
17,2006-12-22 01:25:00,0.49289935463750967,-0.205043132050431,0.0,0.0,0.205043132050431,0.0,0.0,6
18,2006-12-22 01:30:00,0.4932083048818268,0.024214744567871094,0.2135810352115335,0.0,0.1893662906436624,0.00711936784038445,-0.00711936784038445,6
19,2006-12-22 01:35:00,0.49027690683298136,-0.1338752488387524,0.0,0.0,0.1338752488387524,0.0,0.0,6
20,2006-12-22 01:40:00,0.48854094144421045,-0.0793795620437952,0.0,0.0,0.0793795620437952,0.0,0.0,6
